-89.885699	37.722972	04/01/1974	1750 S. PERRYVILLE
-93.225167	33.226519	08/01/1974	60 79-BYPASS NORTH
-92.413473	35.127358	05/01/1974	PINECREST PLAZA SHOPPING CTR
-92.577651	34.581553	04/01/1974	17309 I-30
-93.310875	37.24721	12/01/1973	2825 N KANSAS EXPRESSWAY
-93.248095	32.627691	07/01/1974	1379 HOMER ROAD
-92.26275	37.149916	02/01/1974	2100 NORTH MAIN
-92.845464	37.935869	02/01/1974	94 CECIL STREET
-94.769081	36.57897	04/01/1974	2115 S MAIN ST
-90.790971	35.029877	09/01/1974	205 DEADRICK ROAD
-93.718573	36.947616	04/01/1974	3020 SOUTH ELLIOTT
-89.640142	35.583664	10/01/1974	975 US HIGHWAY 51 NORTH
-89.855783	35.390412	07/01/1974	8445 HWY 51 NORTH
-90.511653	37.872662	10/01/1974	407 NO. STATE ST
-94.349423	38.588583	10/01/1974	1700 NORTH 291 HIGHWAY
-89.553434	35.747529	11/01/1974	628 HWY 51 BYPASS
-91.887364	32.777717	02/01/1975	2030 EAST MADISON
-90.972254	38.433333	02/01/1976	1445 E CENTRAL
-94.221623	36.368584	10/01/1974	406 SOUTH WALTON BLVD
-91.777317	37.939184	02/01/1976	500 SOUTH BISHOP
-91.548729	34.479278	09/01/1974	406 E 22ND STREET
-96.920932	35.384301	08/01/1975	196 SHAWNEE MALL DRIVE
-88.745002	35.872336	07/01/1974	15427 SO. FIRST STREET
-88.535216	34.908824	08/01/1974	2301 HARPER ROAD
-88.895748	36.514801	08/01/1974	1405 MIDDLE ROAD
-88.782561	36.324103	10/01/1974	850 WAL-MART DRIVE
-97.425418	35.854994	02/01/1975	1618 SOUTH DIVISION
-94.234316	39.75388	02/01/1975	2000 NORTH WALNUT
-95.452631	37.653335	11/01/1975	2700 SOUTH SANTA FE
-88.851806	33.441823	04/01/1975	1010 HWY 12 WEST
-97.933058	35.051213	07/01/1975	2001 SO. 1ST ST.
-88.562734	34.676487	04/01/1975	200 WALMART CIRCLE
-88.659436	33.631959	09/01/1976	1445 HWY 45 NORTH
-93.984754	32.857636	08/01/1975	929 SOUTH PINE STREET
-94.739572	34.022301	06/01/1975	501 SOUTH PARK DRIVE
-88.459403	33.967824	04/01/1976	1515 US HWY 278 EAST
-91.613941	35.764825	03/01/1976	3150 HARRISON STREET
-88.91491	35.841499	03/01/1976	2716 NORTH CENTRAL AVENUE
-95.96181	35.608125	09/01/1975	1800 SOUTH WOOD DRIVE
-89.632978	37.364007	11/01/1975	3051 EAST JACKSON BLVD.
-96.652692	35.246473	06/01/1975	1500 E. WRANGLER BLVD
-92.375747	34.670081	03/01/1975	8801 BASELINE ROAD
-94.410748	35.327836	04/01/1975	2425 SOUTH ZERO ST
-92.407155	34.747626	03/01/1976	700 SOUTH BOWMAN BLV
-92.828072	34.385231	02/01/1976	1910 MARTIN LUTHER KING BLVD
-90.675056	35.806744	08/01/1978	1911 WEST PARKER RD
-97.143036	34.153414	07/01/1975	1715 NORTH COMMERCE STREET
-95.322847	35.770263	07/01/1975	1000 WEST SHAWNEE ST
-94.968192	33.136035	11/01/1975	2311 SOUTH JEFFERSON
-97.932608	35.848903	02/01/1976	1213 SOUTH MAIN STREET
-94.117647	33.659928	05/01/1976	1040 S CONSTITUTION
-99.443183	35.411701	08/01/1976	3105 WEST 3RD
-93.554045	39.777542	04/01/1976	1000 GRAVES ST.
-97.29936	36.81142	04/01/1976	1219 WEST DOOLIN
-97.051458	36.123412	10/01/1976	111 NORTH PERKINS ROAD
-93.258547	37.239942	11/01/1977	1923 EAST KEARNEY
-97.366159	35.029998	07/01/1976	1620 NORTH GREEN AVENUE
-94.71564	31.358708	09/01/1976	2500 DANIEL MCCALL DRIVE
-94.341961	35.348672	05/01/1976	8301 ROGERS AVENUE
-95.071379	33.611759	05/01/1976	2204 HWY 82 WEST
-88.359032	36.866705	06/01/1976	310 WEST 5TH STREET
-94.200566	36.052306	09/01/1976	2875 WEST 6TH STREET
-91.07074	39.433396	10/01/1976	3310 W GEORGIA STREET
-94.940109	32.746034	03/01/1976	1923 NORTH WOOD
-96.589689	33.707891	07/01/1976	401 NORTH US HWY 75
-95.509797	33.661538	06/01/1976	3855 LAMAR AVENUE
-92.708368	32.227875	03/01/1977	184 OLD WINFIELD RD
-99.381687	36.414557	10/01/1976	3215 WILLIAMS AVENUE
-95.745164	34.913535	03/01/1977	432 SOUTH GEORGE NIGH EXWY
-90.574939	38.154223	12/01/1976	12862 STATE ROAD 21
-89.980849	34.832285	10/01/1976	202 PARK PLAZA
-89.968554	34.624603	08/01/1977	5219 HWY 51 NORTH
-89.664318	36.19748	01/01/1977	STATE HWY 84 WEST
-91.694259	35.250431	01/01/1977	3509 EAST RACE AVENUE
-96.192354	33.592867	05/01/1977	2021 NORTH HWY 121
-92.294135	38.956096	03/01/1977	415 CONLEY ROAD
-91.618789	36.25054	01/01/1977	219 HIGHWAY 412
-88.446906	36.001984	05/01/1977	180 VETERANS DRIVE N
-98.244438	35.057896	06/01/1977	1201 WEST PETREE RD
-94.655301	31.649003	02/01/1977	4810 NORTH STREET
-89.02213	34.250798	02/01/1977	350 WAL-MART CIRCLE
-94.784436	32.159326	05/01/1977	2121 HWY 79 SOUTH
-91.894033	37.259569	03/01/1977	1433 SO. SAM HOUSTON BLVD
-91.952974	33.136169	04/01/1977	910 UNITY ROAD
-95.884116	36.293026	02/07/1978	12101 E 96TH ST. N
-91.895726	34.795082	09/01/1977	1400 NORTH CENTER
-93.067716	31.752704	10/01/1977	925 KEYSER AVE
-92.853593	33.585066	11/01/1977	1270 STATE HWY 4 BYPASS SW
-91.030836	38.546345	07/01/1977	5886 HWY 100
-90.046548	37.985054	10/01/1977	#1 MEMORIAL DRIVE
-80.755079	28.394482	10/15/1985	2700 CLEARLAKE ROAD
-89.680555	35.0459	11/01/1977	560 WEST POPLAR AVE
-88.949519	34.722679	07/01/1977	822 CITY AVENUE SOUTH
-88.307303	36.283453	11/01/1977	1210 MINERAL WELL AV
-98.648058	36.797537	11/01/1977	914 E OKLAHOMA BLVD
-93.350579	37.182903	02/01/1977	3520 W SUNSHINE ST.
-95.264717	31.953321	03/14/1978	1311 SOUTH JACKSON
-94.42351	33.448665	08/08/1978	800 JAMES BOWIE DRIVE
-91.037917	33.405817	06/01/1979	1831 S DR MARTIN L. KING BLVD
-89.114342	33.175272	10/01/1977	159 HIGHWAY 15 SOUTH
-94.255951	39.038534	02/01/1978	600 N.E. CORONADO DRIVE
-97.137213	33.641145	07/21/1993	1800 LAWRENCE ST.
-96.849791	37.882633	11/01/1977	301 SO. VILLAGE ROAD
-89.884439	37.831215	07/01/1977	3439 WILLIAMS STREET
-92.582368	40.214976	07/01/1977	2206 NORTH BALTIMORE
-90.040789	36.236614	07/01/1977	1500 EAST FIRST ST
-87.053601	35.596441	09/15/1981	2200 BROOKMEAD DRIVE
-94.977095	29.749644	01/22/1985	4900 GARTH ROAD
-94.2633	39.331554	07/01/1977	2203 PATSY LANE
-89.186425	37.73534	07/01/1977	1450 EAST MAIN
-90.641222	40.458596	07/01/1977	1730 E JACKSON ROAD
-88.987588	38.622524	07/01/1977	1870 WEST MAIN ST.
-89.397723	40.157926	07/01/1977	1501 WOODLAWN ROAD
-90.244319	39.723223	07/01/1977	1205 W MORTON ROAD
-89.954797	38.514528	07/01/1977	120 CARLYLE PLAZA DRIVE
-93.070888	39.790852	08/29/1978	937 PARK CIRCLE DR
-87.885889	37.110323	02/14/1978	500 US HWY 62 WEST
-89.103355	32.771188	03/28/1978	1002 BEACON STREET
-96.627313	33.222766	03/28/1978	2041 REDBUD BLVD
-96.464213	36.317854	03/21/1978	1004 NORTH BROADWAY
-94.739412	37.006126	04/04/1978	2970 MILITARY AVENUE
-93.844736	35.502268	06/01/1978	1516 NORTH 18TH STREET
-96.247637	35.072406	07/18/1978	500 EAST HIGHWAY 270
-97.0988	32.007636	09/12/1978	401 COKE STREET
-97.48443	35.220425	11/01/1977	333 INTERSTATE DRIVE
-89.667248	39.182687	05/16/1978	1205 WEST FERDON ST
-94.015091	30.905547	10/10/1978	800 WEST GIBSON
-89.735503	33.471565	05/15/1979	620 SOUTH APPLEGATE ST
-88.969827	37.74193	03/27/1979	2705 WALTON WAY
-97.012005	33.045681	09/05/1978	801 WEST MAIN
-88.571497	35.139496	04/10/1979	1017 MULBERRY AVENUE
-93.267125	38.709207	10/03/1978	3201 WEST BROADWAY
-97.339667	32.529497	10/17/1978	951 SW WILSHIRE BLVD
-97.760235	35.49673	10/31/1978	1200 GARTH BROOKS BLVD
-89.703527	38.140855	12/05/1978	1410 N MARKET ST
-88.960256	38.312227	06/13/1978	110 DAVIDSON AVENUE
-96.994754	34.506304	10/24/1978	2108 WEST BROADWAY
-94.182678	33.113989	10/17/1978	201 US HWY 59 LOOP
-97.972644	35.510946	10/10/1978	2400 SOUTH COUNTRY CLUB ROAD
-97.360422	32.360272	09/19/1978	1616 WEST HENDERSON
-90.536864	35.690659	10/31/1978	512 INDUSTRIAL DRIVE
-93.71448	35.291909	12/05/1978	1501 EAST WALNUT STREET
-96.645828	34.781583	09/19/1978	1419 N. COUNTRY CLUB RD.
-96.137671	34.370641	09/19/1978	1901 SOUTH MISSISSIPPI
-89.222618	37.463057	11/21/1978	300 LEIGH AVE
-94.471038	39.22342	12/05/1978	8301 NO. CHURCH ROAD
-90.595304	36.411387	11/28/1978	1900 WEST MAIN
-95.436583	31.316108	02/01/1979	1225 E LOOP 304
-89.167463	37.354718	11/14/1978	16 ARROWHEAD POINT SHPCNTR
-87.060804	35.204108	02/13/1979	1655 WEST COLLEGE STREET
-89.380071	32.97513	07/31/1979	220 VETERAN MEM DR
-95.90001	33.257922	06/19/1979	2701 HWY 50
-94.843616	38.694721	09/18/1979	310 HEDGE LANE
-90.875475	38.813636	10/15/1980	1971 WENTZVILLE PKWY
-92.653644	31.936231	07/31/1979	5940 HWY 167 NORTH
-96.010725	36.368576	09/18/1979	823 WEST ROGERS BLVD
-95.974971	35.439822	03/13/1979	605 EAST MAIN
-96.457597	31.685669	08/28/1979	1406 EAST MILAM
-95.099342	30.335157	03/06/1979	831 HWY 59 SOUTH
-93.384076	38.242914	03/27/1979	103 WEST POLK ST
-95.482294	32.688034	07/10/1979	135 NE LOOP 564
-89.238858	38.02354	03/18/1980	215 GRANT WAY
-90.315406	39.104947	12/30/1986	1316 SOUTH STATE STREET
-88.094511	38.739478	11/13/1979	1001 NORTH WEST
-89.958252	38.777707	08/21/1979	400 JUNCTION DRIVE
-87.91782	37.682787	10/30/1979	901 U.S. HWY 60 EAST
-88.706773	34.314085	02/12/1980	3929 N GLOSTER STREET
-96.562685	32.853534	08/28/1979	782 INTERSTATE 30
-96.848818	32.386291	07/17/1979	1200 NO. HWY 77
-93.063281	34.455934	12/01/1981	4019 CENTRAL AVENUE
-88.935069	37.993939	07/31/1979	919 GIACONE DRIVE
-87.380157	36.062288	06/26/1979	175 BEASLEY DRIVE
-96.303092	32.737185	09/25/1979	1900 WEST MOORE AVE
-97.095407	32.931013	06/24/1980	1601 WEST STATE HIGHWAY 114
-94.475182	37.13358	05/01/1980	1212 SOUTH MADISON
-88.235245	35.202992	10/23/1979	175 J.I. BELL LANE
-98.422383	34.619294	10/29/1979	1002 NW SHERIDAN RD
-93.05554	32.800239	08/04/1981	906 WEST MAIN STREET
-97.78748	33.470038	08/07/1979	8420 US HWY 287 NO.
-86.819722	35.947623	08/21/1979	3600 MALLORY LANE
-88.351989	34.186772	07/03/1979	100 INTERCHANGE DRIVE
-88.20244	34.804522	08/21/1979	1110 BATTLEGROUND DRIVE
-94.951247	30.711104	10/23/1979	1620 WEST CHURCH
-95.124472	35.253884	02/18/1981	OKLAHOMA HWY 9 EAST
-97.493206	35.31996	03/04/1980	501 SW 19TH STREET
-93.691677	32.52245	06/30/1981	1645 EAST INDUSTRIAL
-94.413202	34.047941	02/12/1980	926 E. COLLIN RAYE DR.
-97.008993	30.652157	10/30/1979	709 WEST HWY 79
-92.029373	35.507387	10/30/1979	1500 HWY 25B NORTH
-86.57136	36.696825	09/30/1980	1550 NASHVILLE ROAD
-93.838805	30.022938	02/26/1980	795 TX AVE
-97.132479	32.579046	09/25/1979	930 N WALNUT CREEK DRIVE
-94.942365	30.722199	09/25/1979	141 INTER STATE 45 SOUTH
-96.620744	32.330973	12/04/1979	700 EAST ENNIS AVE.
-87.568571	33.904134	11/27/1979	1801 HWY 78 EAST
-94.426614	30.766353	10/30/1979	115 COBB MILL ROAD
-91.38329	33.61007	10/30/1979	US 65 SOUTH
-97.460945	29.515445	07/01/1980	US 90A & ROBERTSON ST
-97.668555	29.863313	08/12/1980	1703 SOUTH COLORADO STREET
-96.070721	30.397168	05/28/1980	1712 EAST WASHINGTON
-87.105483	37.288826	07/29/1980	1725 WEST EVERELY BROTHERS BLV
-90.656645	38.506004	04/01/1980	131 ERKA TWN CNTR DR
-93.16404	35.230807	08/28/1980	1172 NO. HWY 7
-95.235631	30.105493	09/01/1981	23561 US HWY 59
-86.156364	34.214275	08/12/1980	1972 HWY 431
-86.43503	36.951395	09/30/1980	150 WALTON AVENUE
-85.761648	33.782651	10/14/1980	1625 PELHAM SOUTH
-85.988924	34.009877	08/12/1980	340 EAST MEIGHAN BLVD
-89.313314	37.789031	09/30/1980	550 E. INDUSTRIAL PARK RD #11
-89.958081	34.622123	09/03/1980	950 MACKIE DRIVE
-86.886783	36.482569	10/23/1979	3360 TOM AUSTIN HWY
-89.546376	32.7286	11/20/1979	905 HWY 16 WEST
-86.565334	34.3158	02/26/1980	1450 NO. BRINDLEE MTN. PKWY
-92.150163	32.501848	11/16/1982	1025 GLENWOOD DRIVE
-86.045845	35.455293	02/10/1981	2518 HILLSBORO BLVD
-92.096269	29.97034	10/28/1980	3005 CHARITY ST
-92.364425	30.2307	09/30/1980	729 ODDFELLOWS RD.
-91.513567	29.812711	10/13/1980	200 NORTHWEST BLVD
-92.277124	30.69783	11/18/1980	891 E LA SALLE ST
-90.570608	38.410447	04/07/1981	4550 GRAVOIS ROAD
-86.567999	35.140415	11/20/1979	1224 HUNTSVILLE WAY
-86.45029	33.971239	10/14/1980	2453 2ND AVENUE EAST
-86.091264	33.997147	11/18/1980	973 GILBERT FERRY ROAD SE
-88.740381	39.06167	09/15/1981	201 NO. MATTES AVENUE
-94.446312	34.64201	04/15/1980	109 W.P. MALONE DR
-94.492649	38.81278	06/24/1980	2015 WEST FOXWOOD DR
-96.899313	31.306295	10/14/1980	TEXAS HWY 6 & 7 EAST BYPASS
-96.411065	30.150335	11/11/1980	203 US LOOP 290 WEST
-96.332769	30.658718	06/29/1982	2200 BRIARCREST DRVE
-93.710773	32.031006	09/03/1980	1043 WASHINGTON
-96.391073	35.828294	11/03/1981	HWY 16 & 66 & 48
-94.074012	38.99639	10/14/1980	908 WALTON WAY
-93.718329	39.076045	10/21/1980	HWY 13 & 19TH STREET
-94.805651	36.418203	08/05/1980	1107 SOUTH MAIN STREET
-90.153926	38.360853	04/21/1981	961 N MARKET STREET
-85.818398	33.7183	04/15/1980	5560 MCCLELLAN BLVD
-96.997161	28.877441	11/11/1980	9002 NORTH NAVARRO
-93.325516	30.232566	02/10/1981	525 NORTH CITY SERVICE HWY
-86.706386	34.769813	10/13/1981	6140A UNIV DRIVE
-86.877488	37.414584	02/03/1981	1701 NORTH MAIN
-89.901694	39.279782	11/11/1980	1030 W MAIN
-88.854223	35.667654	11/11/1980	2196 EMPORIUM DRIVE
-92.398912	34.289155	08/04/1980	1308 SOUTH ROCK STREET
-90.433984	37.78946	11/18/1980	1025 WALTON DRIVE
-94.296861	37.508334	09/09/1980	29 S.W. 1ST LANE
-92.396949	33.833459	11/18/1980	1123 HIGHWAY 79 / 167 BYPASS
-95.529621	35.471623	06/30/1981	1110 WEST GENTRY
-96.605302	39.84182	11/18/1980	1174 PONY EXPRESS HWY
-95.508326	39.848765	11/18/1980	2207 IOWA
-89.298183	39.558586	06/02/1981	1530 W. SPRINGFIELD RD
-96.288709	29.217384	10/20/1981	3413 WEST LOOP
-95.612415	31.73453	08/03/1982	2223 SOUTH LOOP 256
-97.109203	37.788982	12/02/1980	1618 NORTH OHIO STREET
-90.659502	33.457907	02/02/1982	633 HIGHWAY 82 WEST
-91.802762	33.62415	11/18/1980	427 HWY 425 NORTH
-91.38306	33.601099	11/18/1980	HIGHWAY 65 SOUTH
-97.597771	40.826699	10/30/1984	101 EAST DAVID DRIVE
-89.807025	37.924822	11/18/1980	HWY 150/2206 STATE ST
-98.5831	33.082052	06/02/1981	2121 HWY 16 SOUTH
-91.526961	38.332654	06/30/1981	1208 WEST HIGHWSY 28
-85.420469	32.635618	11/18/1980	2900 PEPPERRELL PKWY
-85.484816	32.588862	09/01/1981	1717 SOUTH COLLEGE STREET
-92.8431	38.43165	07/21/1981	PO BOX 12 1003 WEST NEWTON
-94.22097	35.485448	06/02/1981	200 HIGHWAY 64 WEST
-94.149785	36.123675	11/17/1981	3919 NO. MALL AVE
-96.738535	35.985615	06/30/1981	2004 EAST MAIN
-89.977267	38.690981	07/08/1981	601 BELT LINE ROAD
-87.823281	33.856473	08/18/1981	2365 HIGHWAY 43 WEST
-93.213377	39.112976	12/01/1981	855 S CHEROKEE DRIVE
-94.191628	31.806006	03/31/1981	810 HURST STREET
-90.047346	32.283711	03/31/1981	5520 HWY 80 EAST
-84.379288	35.505072	02/01/1983	4525 HWY 411
-95.237915	37.340299	11/11/1980	300 MAIN STREET
-96.995748	37.226692	11/18/1980	2202 PIKE RD
-97.411838	37.267309	11/18/1980	1201 W 8TH
-97.794721	32.433889	09/29/1981	735 HWY 377 EAST
-100.032825	37.767305	03/10/1981	1905 NORTH 14 AVE
-93.738632	36.08544	03/10/1981	EAST LEE STREET
-95.632288	35.951831	07/21/1981	13795 SOUTH STATE HIGHWAY 51
-86.569876	34.705239	08/11/1981	2900 S. MEM PKWY(DRAKE AVE)
-93.708091	32.539454	04/21/1981	2536 AIRLINE DR
-88.182856	32.592301	12/01/1981	US HIGHWAY 11
-95.747914	39.45899	09/29/1981	209 ARIZONA AVENUE
-93.230183	36.96811	10/20/1981	2004 WEST MARLER LANE
-94.106811	34.900424	02/02/1982	1359 WEST 2ND STREET
-97.871911	31.120622	08/04/1981	2720 EAST HWY 190
-95.267769	38.583198	03/03/1981	2101 PRINCETON RD
-94.178879	30.348039	07/08/1981	1100 NO. HIGHWAY 96
-94.221722	30.264329	12/01/1981	100 NO. LHS DRIVE
-97.270427	29.087744	07/28/1981	1202 E BROADWAY
-92.655425	30.244353	07/01/1983	303 INTERSTATE DR
-96.861279	35.70978	09/21/1982	1700 EAST FIRST STREET
-94.399057	35.405139	08/31/1982	2600 MIDLAND BLVD
-97.485904	35.624061	11/17/1981	3200 SOUTH BROADWAY
-86.387259	35.833563	03/10/1981	275 WALTON DR
-88.740315	34.255924	06/02/1981	2270 WEST MAIN STREET
-98.698625	35.526036	06/02/1981	800 EAST MAIN STREET
-88.807537	35.550885	09/01/1981	2171 SOUTH HIGHLAND AVE
-87.274311	34.493092	12/01/1981	15445 HIGHWAY 24
-98.295955	26.196499	11/03/1981	2410 EAST EXPRESSWAY 83
-82.682347	34.556328	03/06/1984	3812 LIBERTY HWY
-98.205526	26.190704	11/17/1981	1200 E. JACKSON AVE.
-94.730693	32.540684	05/04/1982	515 E LOOP 281
-94.788633	32.532145	12/01/1981	2440 GILMER ROAD
-95.489077	30.330806	10/18/1983	1407 LOOP 336 WEST
-91.236667	30.27436	09/29/1981	58485 BELLVIEW ROAD
-91.906075	30.284979	12/01/1981	1400 REES STREET
-87.723038	34.496537	11/03/1981	13675 HWY 43
-97.91561	29.881646	03/02/1982	1015 HWY 80
-93.268628	31.121821	08/17/1982	2204 SOUTH FIFTH ST
-86.51354	35.975342	11/03/1981	570 ENON SPRINGS ROAD
-97.728272	31.09129	12/01/1981	1400 LOWE'S BLVD.
-93.95115	29.915132	07/13/1982	8585 MEMORIAL BLVD
-87.584828	34.245079	10/13/1981	42417 HWY 195
-88.314628	36.625678	10/06/1981	809 NORTH 12TH STREET
-88.989636	33.896097	08/03/1982	660 EAST MADISON
-95.830723	32.209545	05/24/1983	1405 EAST TYLER
-97.222158	26.071566	05/18/1982	1401 WEST HWY 100
-98.557289	34.093185	06/29/1982	106 S RED RIVER EXPRESSWAY
-91.831899	30.214556	03/02/1982	2310 N MAIN
-95.596241	33.119489	05/03/1983	1750 S. BROADWAY
-97.171163	40.147655	08/03/1982	1501 K STREET
-98.717807	37.645751	08/17/1982	2003 EAST 1ST ST
-98.520468	33.939447	05/31/1982	2700 CENTRAL FREEWAY
-97.597075	33.236029	06/29/1982	800 S US HWY 81/287
-87.725656	39.005983	08/03/1982	1304 EAST MAIN STREET
-86.833945	33.255131	12/01/1981	630 COLONIAL PROMENADE PKWY
-86.608861	32.818873	08/03/1982	1415 7TH STREET SOUTH
-86.592746	34.080187	08/03/1982	30 WALNUT STREET
-96.876843	33.071763	11/30/1982	4691 STATE HWY 121
-96.151878	33.065629	10/05/1982	7401 INTERSTATE 30
-91.143552	30.648448	10/04/1983	5801 MAIN STREET
-98.180103	26.303988	11/03/1981	1724 W UNIVERSITY DRIVE
-88.628286	36.724478	09/01/1981	1225 PARIS ROAD
-88.569262	37.053191	08/18/1981	3220 IRVING COBB DRIVE
-86.081362	33.435023	08/18/1981	214 HAYNES STREET
-86.593406	34.763019	08/11/1981	2200 SPARKMAN DRIVE
-86.567313	34.61721	08/11/1981	11610 MEMORIAL PKWY SOUTH
-89.686235	38.759139	09/21/1982	12495 STATE RTE 143
-89.389294	38.610049	09/21/1982	2517 FRANKLIN ST
-96.161913	29.806195	09/21/1982	2200 HIGHWAY 36 SOUTH
-98.945702	32.759305	02/01/1984	3732 WEST WALKER
-97.042436	28.047316	08/31/1982	2401 HWY 35 NORTH
-97.874347	27.531722	04/20/1982	1133 E GEN'L CAVAZOS BLVD
-99.128055	29.348251	10/05/1982	103 19TH STREET
-93.295618	37.155281	07/13/1982	3315 SOUTH CAMPBELL
-86.264718	37.488179	10/05/1982	1801 ELIZABETHTOWN ROAD
-95.896767	30.956287	04/03/1984	1620 EAST MAIN
-100.774543	29.917987	11/16/1982	2410 DODSON ST
-93.866701	32.449005	08/03/1982	6235 WESTPORT AVE
-93.940506	29.94126	05/03/1983	4999 TWIN CITY HWY
-93.815733	32.388247	11/16/1982	9550 MANSFIELD RD
-92.334783	38.91019	02/02/1982	405 NIFONG BLVD
-98.230656	26.288406	04/20/1982	4001 NORTH 23RD
-89.970629	36.570079	03/16/1982	1007 NORTH DOUGLAS
